dialogue_id,turn_idx,perspective,accept_eligible_match,accept_eligible_mismatch,accept_eligible,lambda_match,lambda_mismatch,accept_pred_match,accept_pred_mismatch,accept_gold,lambda_changed,accept_pred_changed
1,1,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
1,3,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
1,5,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
1,7,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
1,9,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
1,11,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
1009,1,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
1009,3,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
1009,5,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
1009,7,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
1009,9,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
1009,11,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
1017,0,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
1017,2,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
1017,4,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
1017,6,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
1017,8,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
1017,10,mturk_agent_1,False,False,False,1.0,2.0,,,False,True,False
1025,0,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
1025,2,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
1025,4,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
1025,6,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
1025,8,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
1025,10,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
1025,12,mturk_agent_1,True,True,True,1.0,2.0,True,True,True,True,False
113,1,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
113,3,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
113,5,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
113,7,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
113,9,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
113,11,mturk_agent_1,True,True,True,1.0,2.0,True,True,True,True,False
116,0,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
116,2,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
116,4,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
116,6,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
116,8,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
116,10,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
121,0,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
121,2,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
121,4,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
121,6,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
121,8,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
121,10,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
138,0,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
138,2,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
138,4,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
138,6,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
138,8,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
138,10,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
149,0,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
149,2,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
149,4,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
149,6,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
149,8,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
149,10,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
150,0,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
150,2,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
150,4,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
150,6,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
150,8,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
150,10,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
16,0,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
16,2,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
16,4,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
16,6,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
16,8,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
16,10,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
16,12,mturk_agent_1,True,True,True,2.0,1.0,True,True,True,True,False
177,1,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
177,3,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
177,5,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
177,7,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
177,9,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
177,11,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
18,0,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
18,2,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
18,4,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
18,6,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
18,8,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
18,10,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
18,12,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
18,14,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
18,16,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
18,18,mturk_agent_1,True,True,True,2.0,1.0,True,True,True,True,False
184,0,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
184,2,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
184,4,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
184,6,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
184,8,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
184,10,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
185,0,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
185,2,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
185,4,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
185,6,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
185,8,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
185,10,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
188,1,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
188,3,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
188,5,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
188,7,mturk_agent_1,True,True,True,1.0,2.0,True,True,True,True,False
189,0,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
189,2,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
189,4,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
189,6,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
189,8,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
189,10,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
192,1,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
192,3,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
192,5,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
192,7,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
192,9,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
192,11,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
193,1,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
193,3,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
193,5,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
193,7,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
193,9,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
193,11,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
193,13,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
193,15,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
193,17,mturk_agent_1,True,True,True,2.0,1.0,True,True,True,True,False
195,1,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
195,3,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
195,5,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
195,7,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
195,9,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
195,11,mturk_agent_1,True,True,True,2.0,1.0,True,True,True,True,False
198,1,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
198,3,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
198,5,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
198,7,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
198,9,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
198,11,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
198,13,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
198,15,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
202,0,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
202,2,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
202,4,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
202,6,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
202,8,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
202,10,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
202,12,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
202,14,mturk_agent_1,True,True,True,1.0,2.0,True,True,True,True,False
210,1,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
210,3,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
210,5,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
210,7,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
210,9,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
210,11,mturk_agent_1,True,True,True,1.0,2.0,True,True,True,True,False
211,0,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
211,2,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
211,4,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
211,6,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
211,8,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
211,10,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
211,12,mturk_agent_1,True,True,True,2.0,1.0,True,True,True,True,False
213,0,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
213,2,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
213,4,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
213,6,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
213,8,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
213,10,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
213,12,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
213,14,mturk_agent_1,False,False,False,2.0,1.0,,,False,True,False
221,1,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
221,3,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
221,5,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
221,7,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
221,9,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
221,11,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
221,13,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
221,15,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
229,0,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
229,2,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
229,4,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
229,6,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
229,8,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
229,10,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
229,12,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
229,14,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
229,16,mturk_agent_1,True,True,True,2.0,1.0,True,True,True,True,False
231,1,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
231,3,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
231,5,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
231,7,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
231,9,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
231,11,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
231,13,mturk_agent_1,True,True,True,2.0,1.0,True,False,True,True,True
241,1,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
241,3,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
241,5,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
241,7,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
241,9,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
241,11,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
241,13,mturk_agent_1,True,True,True,2.0,1.0,True,True,True,True,False
247,1,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
247,3,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
247,5,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
247,7,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
247,9,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
247,11,mturk_agent_1,True,True,True,1.0,2.0,True,True,True,True,False
260,0,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
260,2,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
260,4,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
260,6,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
260,8,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
260,10,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
260,12,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
260,15,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
281,0,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
281,2,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
281,4,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
281,6,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
281,8,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
281,10,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
287,1,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
287,3,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
287,5,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
287,7,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
287,9,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
287,11,mturk_agent_1,True,True,True,1.0,2.0,True,True,True,True,False
289,0,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
289,2,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
289,4,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
289,6,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
289,8,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
289,10,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
289,12,mturk_agent_1,True,True,True,2.0,1.0,True,True,True,True,False
298,1,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
298,3,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
298,5,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
298,7,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
298,9,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
298,11,mturk_agent_1,True,True,True,2.0,1.0,True,True,True,True,False
302,0,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
302,2,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
302,4,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
302,6,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
302,8,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
302,10,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
302,12,mturk_agent_1,True,True,True,2.0,1.0,True,True,True,True,False
311,1,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
311,3,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
311,5,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
311,7,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
311,9,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
311,11,mturk_agent_1,True,True,True,2.0,1.0,True,True,True,True,False
325,0,mturk_agent_1,False,False,False,1.0,1.0,,,,False,False
325,2,mturk_agent_1,False,False,False,1.0,1.0,,,,False,False
325,4,mturk_agent_1,False,False,False,1.0,1.0,,,,False,False
325,6,mturk_agent_1,False,False,False,1.0,1.0,,,,False,False
325,8,mturk_agent_1,False,False,False,1.0,1.0,,,,False,False
325,10,mturk_agent_1,False,False,False,1.0,1.0,,,,False,False
325,12,mturk_agent_1,False,False,False,1.0,1.0,,,,False,False
325,14,mturk_agent_1,False,False,False,1.0,1.0,,,,False,False
325,16,mturk_agent_1,False,False,False,1.0,1.0,,,,False,False
325,18,mturk_agent_1,False,False,False,1.0,1.0,,,,False,False
325,20,mturk_agent_1,True,True,True,1.0,1.0,True,True,True,False,False
328,0,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
328,2,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
328,4,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
328,6,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
328,8,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
328,10,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
328,12,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
33,0,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
33,2,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
33,4,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
33,6,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
33,8,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
33,10,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
33,13,mturk_agent_1,True,True,True,1.0,2.0,False,True,True,True,True
330,1,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
330,3,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
330,5,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
330,7,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
330,9,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
330,11,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
34,1,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
34,3,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
34,5,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
34,7,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
34,9,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
34,11,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
34,13,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
342,0,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
342,2,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
342,4,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
342,6,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
342,8,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
342,10,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
353,1,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
353,3,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
353,5,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
353,7,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
353,9,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
353,11,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
353,13,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
353,15,mturk_agent_1,True,True,True,1.0,2.0,True,True,True,True,False
360,1,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
360,3,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
360,5,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
360,7,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
360,9,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
360,11,mturk_agent_1,True,True,True,2.0,1.0,True,True,True,True,False
369,0,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
369,2,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
369,4,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
369,6,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
369,8,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
369,10,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
369,12,mturk_agent_1,True,True,True,2.0,1.0,True,True,True,True,False
375,0,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
375,2,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
375,4,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
375,6,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
375,8,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
375,10,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
38,1,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
38,3,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
38,5,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
38,7,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
38,9,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
38,11,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
38,13,mturk_agent_1,True,True,True,1.0,2.0,True,True,True,True,False
392,0,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
392,2,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
392,4,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
392,6,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
392,8,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
392,10,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
396,0,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
396,2,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
396,4,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
396,6,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
396,8,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
396,10,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
396,12,mturk_agent_1,True,True,True,1.0,2.0,True,True,True,True,False
4,1,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
4,3,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
4,5,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
4,7,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
4,9,mturk_agent_1,False,False,False,2.0,1.0,,,,True,False
4,11,mturk_agent_1,True,True,True,2.0,1.0,True,True,True,True,False
401,1,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
401,3,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
401,5,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
401,7,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
401,9,mturk_agent_1,False,False,False,1.0,2.0,,,,True,False
